Aktivitetstyp,Datum,Favorit,Namn,Distans,Kalorier,Tid,Medelpuls,Maxpuls,Aerobisk Training Effect,Medelcykelkadens,Maximal cykelkadens,Medelfart,Maxfart,Total stigning,Totalt nedför,Medelsteglängd,Medelvärde för vertikal kvot,Medelvärde för vertikal rörelse,Medeltid för markkontakt,Medelkontakttidsbalans,Training Stress Score®,Steg,Dekompression,Bästa varvtid,Antal varv,Medestress,Maxbelastning,Färdtid,Total tid,Min. höjd,Max. höjd
Cykling,2025-05-19 07:13:43,false,"Staffanstorp Cykling","8.06","264","00:26:12","111","124","1.6","--","--","18.5","33.7","61","15","--","--","--","--","--","0.0","--","Nej","00:11:37","2","--","--","00:25:45","00:26:12","14","70"
Löpning,2025-05-17 13:22:37,false,"Göteborg - Göteborgsvarvet","21.10","1,738","01:49:32","151","158","5.0","169","176","5:11","4:28","264","265","1.12","7.8","9.0","254","47.7% vänster/52.3% höger","0.0","18,320","Nej","00:00:27.4","22","--","--","01:49:29","01:49:32","-2","55"
Löpning,2025-05-17 12:59:23,false,"Göteborg - Göteborgsvarvet","0.61","62","00:04:50.4","127","146","1.5","145","205","7:57","3:35","0","5","0.93","10.1","9.4","303","49.9% vänster/50.1% höger","0.0","658","Nej","00:04:50.4","1","--","--","00:04:20","00:04:50.4","25","30"
Konditionspass,2025-05-16 06:57:28,false,"Kondition","0.00","354","01:00:18","91","125","1.2","119","245","--","--","--","--","0.00","--","--","--","--","0.0","2,672","Nej","01:00:18","1","--","--","00:00:00","01:00:18","--","--"
Konditionspass,2025-05-15 16:08:08,false,"Kondition","0.00","449","01:25:48","87","126","1.1","123","249","--","--","--","--","0.00","--","--","--","--","0.0","4,278","Nej","01:25:48","1","--","--","00:00:00","01:25:48","--","--"
Cykling,2025-05-14 17:50:49,false,"Lund Cykling","6.37","228","00:18:35","120","129","2.0","--","--","20.6","28.8","5","20","--","--","--","--","--","0.0","--","Nej","00:03:32.9","2","--","--","00:18:21","00:18:41","14","39"
Cykling,2025-05-14 07:17:58,false,"Staffanstorp Cykling","8.08","281","00:27:15","112","125","1.6","--","--","17.8","30.6","52","7","--","--","--","--","--","0.0","--","Nej","00:12:28","2","--","--","00:26:22","00:27:15","14","71"
Löpning,2025-05-13 17:30:47,false,"Lund Löpning","9.29","982","01:37:29","119","162","2.8","132","248","10:30","2:05","128","131","0.92","10.3","9.2","390","49.1% vänster/50.9% höger","0.0","9,900","Nej","00:05:13.5","10","--","--","01:13:42","01:37:29","51","74"
Längdskidåkning klassisk stil,2025-05-12 18:01:03,false,"Lund Längdskidåkning klassisk stil","25.20","1,065","01:54:56","116","146","2.6","72","255","13.2","28.6","128","125","0.00","0.0","12.6","468","38.7% vänster/61.3% höger","0.0","3,950","Nej","00:00:04.1","7","--","--","01:42:08","01:54:56","20","90"
Cykling,2025-05-12 07:11:22,false,"Staffanstorp Cykling","8.10","290","00:27:33","113","126","1.6","--","--","17.6","32.2","66","9","--","--","--","--","--","0.0","--","Nej","00:11:26","2","--","--","00:26:51","00:27:33","8","71"
Konditionspass,2025-05-11 18:00:27,false,"Kondition","0.00","335","00:53:12","90","145","1.9","128","248","--","--","--","--","0.00","--","--","--","--","0.0","2,936","Nej","00:53:12","1","--","--","00:00:00","00:53:12","--","--"
Cykling,2025-05-11 16:05:55,false,"Burlöv Cykling","3.62","115","00:11:23","107","114","1.3","--","--","19.1","26.5","15","3","--","--","--","--","--","0.0","--","Nej","00:11:23","1","--","--","00:11:23","00:11:23","8","25"
Konditionspass,2025-05-11 15:00:18,false,"Kondition","0.00","403","01:05:12","94","130","1.3","120","245","--","--","--","--","0.00","--","--","--","--","0.0","3,494","Nej","01:05:12","1","--","--","00:00:00","01:05:12","--","--"
Cykling,2025-05-11 14:38:16,false,"Staffanstorp Cykling","3.56","140","00:10:41","121","129","1.8","--","--","20.0","29.3","4","13","--","--","--","--","--","0.0","--","Nej","00:10:41","1","--","--","00:10:35","00:10:41","8","25"
Löpning,2025-05-10 09:15:58,false,"Staffanstorp - 1 vecka före Göteborgsvarvet","13.47","995","01:14:57","133","159","3.6","169","181","5:34","4:41","21","19","1.05","8.2","8.8","255","47.2% vänster/52.8% höger","0.0","12,548","Nej","00:02:46.4","14","--","--","01:14:55","01:14:57","14","33"
Löpning,2025-05-09 17:17:32,false,"Staffanstorp - Lunchpass 200802","6.53","476","00:35:33","141","159","3.2","166","183","5:27","4:22","21","18","1.10","8.0","9.0","250","47.4% vänster/52.6% höger","0.0","38","Nej","00:00:35.7","10","--","--","00:35:28","00:35:33","17","37"
Löpning,2025-05-07 18:31:18,false,"Staffanstorp Löpning","11.32","808","01:12:30","127","144","2.8","155","170","6:24","5:00","20","19","0.99","8.4","8.5","261","48.7% vänster/51.3% höger","0.0","11,118","Nej","00:01:52.6","12","--","--","01:12:00","01:12:30","14","32"
Cykling,2025-05-07 17:25:21,false,"Lund Cykling","6.44","212","00:20:46","113","144","1.8","--","--","18.6","29.0","10","24","--","--","--","--","--","0.0","--","Nej","00:04:11.2","2","--","--","00:19:53","00:20:46","14","38"
Cykling,2025-05-07 07:22:23,false,"Staffanstorp Cykling","8.38","272","00:30:43","109","123","1.5","--","--","16.4","31.7","52","25","--","--","--","--","--","0.0","--","Nej","00:14:25","2","--","--","00:29:16","00:30:43","14","70"
Löpning,2025-05-06 18:41:50,false,"Lund Löpning","2.23","320","00:30:02","122","170","2.2","116","169","13:29","5:45","58","31","0.64","--","--","--","--","0.0","2,454","Nej","00:02:09.0","3","--","--","00:21:45","00:30:02","41","74"
Löpning,2025-05-06 18:22:20,false,"Lund Löpning","2.46","229","00:14:08","150","175","3.1","165","180","5:44","4:33","34","35","1.06","--","--","--","--","0.0","2,322","Nej","00:02:50.5","3","--","--","00:14:08","00:14:08","51","74"
Löpning,2025-05-06 17:09:19,false,"Lund Löpning","6.02","597","01:12:35","107","160","2.2","129","235","12:04","2:18","67","83","0.64","--","--","--","--","0.0","6,714","Nej","00:00:03.5","8","--","--","00:53:41","01:12:35","50","74"
Längdskidåkning klassisk stil,2025-05-05 18:02:41,false,"Lund Längdskidåkning klassisk stil","25.37","422","01:59:28","117","153","1.0","69","244","12.7","26.1","117","116","0.00","0.0","11.7","502","49.5% vänster/50.5% höger","0.0","110","Nej","00:01:54.5","6","--","--","01:47:46","01:59:28","28","105"
Cykling,2025-05-05 07:16:06,false,"Staffanstorp Cykling","8.10","267","00:27:57","110","121","1.5","--","--","17.4","33.8","60","13","--","--","--","--","--","0.0","--","Nej","00:12:53","2","--","--","00:27:06","00:27:57","14","70"
Löpning,2025-05-03 13:00:32,false,"Lundaloppet ","9.96","810","00:47:34","159","165","5.0","173","189","4:47","3:41","55","54","1.19","7.1","8.8","238","47.5% vänster/52.5% höger","0.0","8,160","Nej","00:04:28.2","10","--","--","00:47:33","00:47:34","33","72"
Löpning,2025-05-03 12:16:44,false,"Lund Löpning","2.66","212","00:17:40","122","148","2.1","159","205","6:39","2:16","5","7","0.95","--","--","--","--","0.0","2,594","Nej","00:04:14.2","3","--","--","00:16:42","00:20:52","35","47"
Cykling,2025-05-03 11:45:03,false,"Staffanstorp Cykling","6.15","172","00:22:43","99","110","1.2","--","--","16.2","28.0","31","7","--","--","--","--","--","0.0","--","Nej","00:05:59.6","2","--","--","00:20:45","00:22:43","14","43"
Löpning,2025-05-02 06:58:14,false,"Löpning","6.03","477","01:03:11","106","150","2.0","115","184","10:28","7:05","--","--","0.83","--","--","--","--","0.0","3,526","Nej","00:00:19.8","7","--","--","01:02:37","01:03:11","--","--"
Löpning,2025-04-30 14:34:59,false,"Landskrona Löpning","13.00","1,016","01:28:53","128","159","2.6","155","168","6:50","5:42","77","76","0.94","9.0","8.6","285","47.0% vänster/53.0% höger","0.0","16","Nej","00:00:02.7","14","--","--","01:28:14","01:28:53","--","49"
Löpning,2025-04-29 17:12:13,false,"Lund Löpning","7.56","906","01:56:17","108","163","2.5","123","248","15:23","3:49","102","103","0.88","11.7","9.6","442","49.8% vänster/50.2% höger","0.0","8,534","Nej","00:07:06.8","8","--","--","01:06:42","01:56:17","53","74"
Längdskidåkning klassisk stil,2025-04-28 18:03:50,false,"Lund Längdskidåkning klassisk stil","22.66","941","01:47:16","115","142","2.1","68","248","12.7","24.8","70","71","0.00","0.0","11.5","436","41.8% vänster/58.2% höger","0.0","4,876","Nej","00:10:57","5","--","--","01:36:51","01:47:16","6","35"
Cykling,2025-04-28 07:12:43,false,"Staffanstorp Cykling","8.02","269","00:26:01","114","126","1.8","--","--","18.5","32.6","53","7","--","--","--","--","--","0.0","--","Nej","00:11:04","2","--","--","00:25:42","00:26:01","14","70"
Löpning,2025-04-26 10:29:48,false,"Lund Löpning","9.62","801","00:48:14","157","165","4.9","171","181","5:01","4:02","113","111","1.14","7.7","8.9","247","47.9% vänster/52.1% höger","0.0","8,164","Nej","00:02:45.4","10","--","--","00:48:09","00:49:53","62","123"
Löpning,2025-04-26 10:07:08,false,"Lund Löpning","1.80","276","00:22:01","132","160","2.5","145","245","12:14","2:41","16","17","0.56","--","--","--","--","0.0","2,342","Nej","00:07:21.8","2","--","--","00:15:32","00:22:04","98","115"
Konditionspass,2025-04-25 06:57:43,false,"Kondition","0.00","382","01:00:44","94","134","1.4","116","239","--","--","--","--","0.00","--","--","--","--","0.0","3,112","Nej","01:00:44","1","--","--","00:00:00","01:00:44","--","--"
Cykling,2025-04-23 07:23:30,false,"Staffanstorp Cykling","8.01","299","00:26:37","117","137","1.9","--","--","18.1","31.3","54","25","--","--","--","--","--","0.0","--","Nej","00:11:24","2","--","--","00:25:46","00:26:37","-1","70"
Löpning,2025-04-22 18:31:23,false,"Lund Löpning","3.79","481","00:31:54","143","163","3.3","146","208","8:25","4:56","43","33","0.84","11.4","9.3","359","49.1% vänster/50.9% höger","0.0","4,434","Nej","00:06:43.2","4","--","--","00:30:46","00:35:36","56","74"
Löpning,2025-04-22 17:06:26,false,"Lund Löpning","6.80","770","01:24:28","110","148","2.3","121","248","12:25","2:10","73","82","0.80","12.2","9.0","441","49.3% vänster/50.7% höger","0.0","72","Nej","00:07:19.0","7","--","--","01:05:53","01:24:28","36","74"
Löpning,2025-04-20 11:05:59,false,"Staffanstorp Löpning","21.38","1,498","02:07:54","129","144","3.0","165","181","5:59","4:57","72","70","1.01","8.6","9.0","263","49.2% vänster/50.8% höger","0.0","36","Nej","00:02:12.2","22","--","--","02:07:48","02:07:54","7","45"
Löpning,2025-04-19 14:00:05,false,"Staffanstorp Löpning","6.54","312","00:33:52","141","168","1.0","169","173","5:11","4:47","19","18","1.14","7.8","9.1","255","47.4% vänster/52.6% höger","0.0","38","Nej","00:02:50.1","7","--","--","00:33:48","00:33:52","17","37"
Löpning,2025-04-17 14:24:17,false,"Landskrona - tröskel 4x6 min","11.51","913","01:09:22","134","159","3.5","157","178","6:02","4:24","15","19","1.04","7.7","8.1","262","47.6% vänster/52.4% höger","0.0","10,722","Nej","00:00:13.2","19","--","--","01:08:09","01:09:22","5","23"
Cykling,2025-04-16 07:34:16,false,"Staffanstorp Cykling","8.03","329","00:27:18","121","141","2.2","--","--","17.7","33.2","50","3","--","--","--","--","--","0.0","--","Nej","00:12:50","2","--","--","00:25:32","00:27:18","14","71"
Löpning,2025-04-15 17:12:21,false,"Lund Löpning","9.82","1,186","01:57:40","121","159","3.0","126","248","11:59","2:14","201","175","0.83","11.4","9.1","413","49.8% vänster/50.2% höger","0.0","11,554","Nej","00:06:27.5","10","--","--","01:26:57","01:57:40","44","74"
Längdskidåkning klassisk stil,2025-04-14 18:03:49,false,"Lund Längdskidåkning klassisk stil","25.21","1,070","01:55:18","115","141","2.2","67","255","13.1","24.3","49","54","0.00","0.0","10.1","412","40.6% vänster/59.4% höger","0.0","4,720","Nej","00:01:11.4","6","--","--","01:45:53","01:55:18","11","35"
Cykling,2025-04-14 16:11:03,false,"Lund Cykling","8.10","254","00:23:47","113","126","1.7","--","--","20.4","34.1","5","52","--","--","--","--","--","0.0","--","Nej","00:09:31.0","2","--","--","00:22:37","00:23:47","14","67"
Cykling,2025-04-14 07:23:23,false,"Staffanstorp Cykling","8.02","272","00:27:04","112","139","1.7","--","--","17.8","31.2","55","9","--","--","--","--","--","0.0","--","Nej","00:11:51","2","--","--","00:26:34","00:27:04","14","71"
Konditionspass,2025-04-13 18:01:55,false,"Kondition","3.40","560","00:56:50","115","148","2.3","125","246","3.6","24.3","--","--","0.91","12.7","11.0","376","50.5% vänster/49.5% höger","0.0","3,550","Nej","00:56:50","1","--","--","00:30:43","00:56:50","--","--"
Cykling,2025-04-13 16:08:49,false,"Burlöv Cykling","3.57","129","00:11:31","114","130","1.6","--","--","18.6","29.4","13","6","--","--","--","--","--","0.0","--","Nej","00:11:31","1","--","--","00:11:27","00:11:31","9","25"
Konditionspass,2025-04-13 14:53:48,false,"Kondition","0.00","425","01:06:54","96","158","1.3","119","236","--","--","--","--","0.00","--","--","--","--","0.0","2,734","Nej","00:03:11.9","2","--","--","00:00:00","01:06:54","2","2"
Löpning,2025-04-13 08:47:54,false,"Lund Löpning","15.18","1,225","01:43:58","127","148","2.7","158","219","6:51","5:09","190","193","0.93","9.4","8.8","292","48.9% vänster/51.1% höger","0.0","15,912","Nej","00:01:08.4","16","--","--","01:41:09","01:44:01","49","126"
Konditionspass,2025-04-11 06:57:10,false,"Kondition","0.00","422","01:04:17","97","135","1.3","120","249","--","--","--","--","0.00","--","--","--","--","0.0","3,368","Nej","01:04:17","1","--","--","00:00:00","01:04:17","--","--"
Löpning,2025-04-10 17:28:22,false,"Staffanstorp - tröskel 6x4 min","11.64","949","01:01:32","146","159","4.2","168","180","5:17","4:00","51","31","1.11","8.0","9.0","258","47.0% vänster/53.0% höger","0.0","10,214","Nej","00:01:30","18","--","--","01:01:29","01:01:32","-1","37"
Löpning,2025-04-08 17:24:35,false,"Lund Löpning","8.80","973","01:42:17","119","162","1.0","133","253","11:37","3:31","104","104","0.87","9.9","8.3","400","49.1% vänster/50.9% höger","0.0","20","Nej","00:06:49.7","9","--","--","01:10:52","01:42:17","51","74"
Löpning,2025-04-07 17:40:36,false,"Staffanstorp Löpning","16.36","1,266","01:32:47","135","149","3.5","165","176","5:40","4:27","87","88","1.06","8.4","9.1","265","47.8% vänster/52.3% höger","0.0","7,230","Nej","00:01:58.2","17","--","--","01:32:42","01:47:51","14","86"
Cykling,2025-04-06 16:14:03,false,"Burlöv Cykling","3.29","124","00:08:58.3","125","144","1.8","--","--","22.0","30.3","12","4","--","--","--","--","--","0.0","--","Nej","00:08:58.3","1","--","--","00:08:57","00:08:58.3","10","26"
Konditionspass,2025-04-06 15:02:04,false,"Kondition","0.00","573","01:01:09","114","151","2.0","119","226","--","--","--","--","0.00","--","--","--","--","0.0","3,538","Nej","01:01:09","1","--","--","00:00:00","01:01:09","--","--"
Cykling,2025-04-06 14:49:01,false,"Staffanstorp Cykling","3.56","123","00:09:37.5","120","133","1.7","--","--","22.2","30.4","3","12","--","--","--","--","--","0.0","--","Nej","00:09:37.5","1","--","--","00:09:36","00:09:37.5","8","25"
Tennis,2025-04-04 07:00:28,false,"Tennis ","0.00","430","01:04:43","97","134","1.3","120","245","--","--","--","--","0.00","--","--","--","--","0.0","3,072","Nej","01:04:43","1","--","--","00:00:00","01:04:43","--","--"
Löpning,2025-04-03 17:15:57,false,"Staffanstorp - kombipass 240403","11.34","938","01:06:04","135","155","3.6","161","178","5:50","4:36","23","23","1.05","8.4","9.0","264","48.0% vänster/52.0% höger","0.0","10,520","Nej","00:00:14.1","14","--","--","01:06:03","01:06:04","14","33"
Cykling,2025-04-03 16:25:34,false,"Lund Cykling","7.89","291","00:23:07","122","153","2.2","--","--","20.5","35.6","9","54","--","--","--","--","--","0.0","--","Nej","00:07:43.5","2","--","--","00:21:52","00:23:07","14","67"
Cykling,2025-04-03 06:55:48,false,"Staffanstorp Cykling","8.05","294","00:26:07","116","127","1.8","--","--","18.5","31.3","56","8","--","--","--","--","--","0.0","--","Nej","00:11:17","2","--","--","00:26:06","00:26:07","14","71"
Cykling,2025-04-02 15:59:16,false,"Lund Cykling","7.97","303","00:24:23","122","139","2.3","--","--","19.6","33.8","10","59","--","--","--","--","--","0.0","--","Nej","00:09:43.3","2","--","--","00:22:34","00:24:23","14","67"
Cykling,2025-04-02 06:32:55,false,"Staffanstorp Cykling","8.06","469","00:26:48","156","172","3.9","--","--","18.1","31.1","53","7","--","--","--","--","--","0.0","--","Nej","00:11:38","2","--","--","00:26:40","00:26:48","14","70"
Löpning,2025-04-01 17:25:39,false,"Lund Löpning","8.16","1,049","01:42:26","120","155","3.1","130","254","12:34","2:12","68","68","0.78","10.1","7.6","394","49.0% vänster/51.0% höger","0.0","9,878","Nej","00:02:09.2","9","--","--","01:15:41","01:42:26","53","74"
Löpning,2025-03-31 17:10:35,false,"Staffanstorp Löpning","17.06","1,404","01:39:36","136","147","3.5","164","205","5:50","4:50","67","66","1.06","8.0","8.7","275","48.1% vänster/51.9% höger","0.0","15,578","Nej","00:00:19.7","18","--","--","01:36:17","01:39:36","7","45"
Cykling,2025-03-31 16:13:57,false,"Lund Cykling","7.91","250","00:21:33","115","126","1.8","--","--","22.0","38.1","7","56","--","--","--","--","--","0.0","--","Nej","00:07:57.9","2","--","--","00:21:05","00:21:33","14","67"
Cykling,2025-03-31 07:26:07,false,"Staffanstorp Cykling","8.08","303","00:26:53","115","128","1.9","--","--","18.0","30.0","55","7","--","--","--","--","--","0.0","--","Nej","00:11:39","2","--","--","00:25:39","00:26:53","15","70"
Konditionspass,2025-03-30 18:00:34,false,"Kondition","2.50","597","00:53:14","123","164","3.1","118","226","2.8","13.4","--","--","0.94","15.8","13.9","392","47.0% vänster/53.0% höger","0.0","2,580","Nej","00:53:14","1","--","--","00:23:32","00:53:14","--","--"
Tennis,2025-03-30 15:00:00,false,"Tennis ","0.00","206","00:58:53","100","139","1.4","120","231","--","--","--","--","0.00","--","--","--","--","0.0","1,144","Nej","00:25:53","1","--","--","00:00:00","00:25:53","--","--"
Cykling,2025-03-30 14:49:05,false,"Staffanstorp Cykling","3.56","125","00:09:18.5","122","130","1.8","--","--","22.9","32.4","4","14","--","--","--","--","--","0.0","--","Nej","00:09:18.5","1","--","--","00:09:18","00:09:18.5","8","25"
Löpning,2025-03-28 15:33:28,false,"Staffanstorp - Lunchpass 200802","6.51","519","00:35:03","145","163","3.5","166","182","5:23","4:19","22","19","1.11","7.8","8.8","258","47.0% vänster/53.0% höger","0.0","5,746","Nej","00:00:36.7","10","--","--","00:35:01","00:35:03","17","37"
Konditionspass,2025-03-28 07:03:12,false,"Kondition","0.00","504","00:56:00","109","148","1.5","119","235","--","--","--","--","0.00","--","--","--","--","0.0","2,634","Nej","00:56:00","1","--","--","00:00:00","00:56:00","--","--"
Löpning,2025-03-25 17:25:53,false,"Lund Löpning","10.58","1,134","01:49:40","118","165","3.1","135","226","10:22","4:32","155","152","0.86","9.9","8.5","388","49.6% vänster/50.4% höger","0.0","2","Nej","00:06:15.9","11","--","--","01:25:40","01:49:40","50","74"
Längdskidåkning klassisk stil,2025-03-24 18:02:06,false,"Lund Längdskidåkning klassisk stil","26.77","1,301","02:10:15","120","150","3.0","76","248","12.3","22.9","113","111","0.86","10.7","9.7","520","39.9% vänster/60.1% höger","0.0","5,288","Nej","00:07:52.2","6","--","--","02:00:28","02:10:15","24","89"
Cykling,2025-03-24 16:16:47,false,"Lund Cykling","7.97","283","00:23:57","115","126","1.9","--","--","20.0","35.7","9","54","--","--","--","--","--","0.0","--","Nej","00:08:16.7","2","--","--","00:21:41","00:23:57","14","67"
Cykling,2025-03-24 07:13:51,false,"Staffanstorp Cykling","8.10","330","00:28:28","114","128","2.0","--","--","17.1","36.1","69","7","--","--","--","--","--","0.0","--","Nej","00:11:17","2","--","--","00:26:44","00:28:28","4","71"
Cykling,2025-03-23 16:10:16,false,"Burlöv Cykling","3.59","201","00:13:32","128","143","2.2","--","--","15.9","27.8","22","10","--","--","--","--","--","0.0","--","Nej","00:00:01.3","3","--","--","00:13:07","15:03:23","-8","26"
Konditionspass,2025-03-23 15:01:35,false,"Kondition","0.00","529","00:58:38","106","145","1.9","123","249","--","--","--","--","0.00","--","--","--","--","0.0","3,530","Nej","00:58:38","1","--","--","00:00:00","00:58:38","--","--"
Cykling,2025-03-23 14:46:10,false,"Staffanstorp Cykling","3.56","105","00:09:20.5","109","125","1.3","--","--","22.9","36.7","5","14","--","--","--","--","--","0.0","--","Nej","00:09:20.5","1","--","--","00:08:53","00:09:29.7","-3","25"
Löpband,2025-03-22 12:59:15,false,"Löpband","5.60","501","00:33:26","130","164","3.5","159","181","5:58","4:14","--","--","1.03","8.5","8.9","261","49.2% vänster/50.8% höger","0.0","5,078","Nej","00:33:26","1","--","--","00:32:28","00:33:26","--","--"
Konditionspass,2025-03-21 07:01:57,false,"Kondition","0.00","487","00:59:55","101","141","1.5","117","248","--","--","--","--","0.00","--","--","--","--","0.0","3,410","Nej","00:59:55","1","--","--","00:00:00","00:59:55","--","--"
Cykling,2025-03-20 16:38:29,false,"Lund Cykling","7.97","218","00:23:09","109","125","1.4","--","--","20.7","34.2","9","57","--","--","--","--","--","0.0","--","Nej","00:08:57.4","2","--","--","00:22:49","00:23:09","14","67"
Cykling,2025-03-20 07:11:26,false,"Staffanstorp Cykling","8.10","286","00:30:13","110","123","1.5","--","--","16.1","29.3","53","6","--","--","--","--","--","0.0","--","Nej","00:13:04","2","--","--","00:29:23","00:30:13","15","71"
Cykling,2025-03-19 16:38:01,false,"Lund Cykling","11.43","403","00:34:41","122","157","2.2","--","--","19.8","35.0","22","68","--","--","--","--","--","0.0","--","Nej","00:04:36.2","3","--","--","00:33:49","00:46:42","14","67"
Cykling,2025-03-19 07:38:17,false,"Staffanstorp Cykling","8.08","282","00:27:05","114","129","1.7","--","--","17.9","31.9","69","9","--","--","--","--","--","0.0","--","Nej","00:12:19","2","--","--","00:25:38","00:27:05","4","70"
Löpning,2025-03-18 17:20:11,false,"Lund Löpning","9.12","830","01:49:38","109","165","2.1","129","236","12:02","2:15","69","69","0.64","--","--","--","--","0.0","10,524","Nej","00:03:25.7","10","--","--","01:28:56","01:49:38","53","74"
Löpning,2025-03-17 17:36:30,false,"Staffanstorp Löpning","6.49","428","00:39:49","132","147","2.1","162","167","6:08","5:07","26","24","1.00","8.6","8.8","278","47.0% vänster/53.0% höger","0.0","6,406","Nej","00:02:57.6","7","--","--","00:39:47","00:39:49","17","37"
Cykling,2025-03-17 16:39:24,false,"Lund Cykling","8.06","273","00:23:28","120","139","2.1","--","--","20.6","34.7","18","52","--","--","--","--","--","0.0","--","Nej","00:08:17.3","2","--","--","00:21:58","00:23:28","14","67"
Cykling,2025-03-17 07:01:35,false,"Staffanstorp Cykling","8.09","316","00:28:48","119","153","1.8","--","--","16.8","29.9","53","31","--","--","--","--","--","0.0","--","Nej","00:12:28","2","--","--","00:27:53","00:28:48","14","70"
Konditionspass,2025-03-16 18:00:40,false,"Kondition","0.00","642","00:56:34","121","175","3.4","127","216","--","--","--","--","0.00","--","--","--","--","0.0","2,946","Nej","00:03:32.0","2","--","--","00:00:00","01:09:49","--","--"
Cykling,2025-03-16 16:10:31,false,"Burlöv Cykling","3.45","152","00:11:40","123","131","1.9","--","--","17.7","22.0","13","5","--","--","--","--","--","0.0","--","Nej","00:11:40","1","--","--","00:11:40","00:11:40","2","26"
Tennis,2025-03-16 15:00:00,false,"Tennis","0.00","585","01:00:00","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","Nej","01:00:00","1","--","--","--:--:--","01:00:00","--","--"
Cykling,2025-03-16 14:44:43,false,"Staffanstorp Cykling","3.71","219","00:14:47","136","148","2.4","--","--","15.1","27.2","3","14","--","--","--","--","--","0.0","--","Nej","00:14:47","1","--","--","00:11:19","00:14:48","8","25"
Tennis,2025-03-15 15:58:38,false,"Tennis med Claes ","0.00","661","01:06:10","112","158","2.3","116","218","--","--","--","--","0.00","--","--","--","--","0.0","2,844","Nej","00:00:01.0","3","--","--","00:00:00","01:06:10","--","--"
Löpning,2025-03-14 17:43:25,false,"Staffanstorp - tröskel 5x5","9.10","575","00:53:16","140","160","2.9","159","191","5:51","4:00","12","12","1.08","7.2","8.0","277","47.4% vänster/52.6% höger","0.0","8,398","Nej","00:00:08.8","19","--","--","00:52:31","00:53:16","11","26"
Löpning,2025-03-12 17:09:14,false,"Staffanstorp Löpning","11.33","773","01:04:14","140","151","2.9","166","171","5:40","4:12","22","20","1.05","8.8","9.4","276","49.2% vänster/50.8% höger","0.0","10,556","Nej","00:01:51.2","12","--","--","01:04:12","01:04:14","15","32"
Cykling,2025-03-12 16:23:25,false,"Lund Cykling","7.94","292","00:24:38","122","138","2.2","--","--","19.3","33.8","7","54","--","--","--","--","--","0.0","--","Nej","00:09:21.8","2","--","--","00:23:25","00:24:39","15","67"
Cykling,2025-03-12 07:16:47,false,"Staffanstorp Cykling","9.51","327","00:29:47","118","133","2.2","--","--","19.2","29.5","60","16","--","--","--","--","--","0.0","--","Nej","00:11:28","2","--","--","00:28:41","00:29:47","14","70"
Löpning,2025-03-11 17:25:56,false,"Lund Löpning","8.12","825","01:37:38","125","159","2.5","130","244","12:01","3:47","163","161","0.78","10.8","8.3","397","49.4% vänster/50.6% höger","0.0","74","Nej","00:01:31.3","9","--","--","01:13:37","01:37:38","51","74"
Längdskidåkning klassisk stil,2025-03-10 18:02:00,false,"Lund Längdskidåkning klassisk stil","25.11","1,057","02:03:17","114","166","3.3","106","157","12.2","21.2","165","141","1.92","--","--","--","--","0.0","15,198","Nej","00:00:38.1","6","--","--","01:57:36","02:03:17","14","89"
Cykling,2025-03-10 16:15:27,false,"Lund Cykling","8.04","302","00:23:30","126","143","2.5","--","--","20.5","33.3","34","60","--","--","--","--","--","0.0","--","Nej","00:07:51.7","2","--","--","00:21:56","00:23:30","14","68"
Cykling,2025-03-10 07:13:23,false,"Staffanstorp Cykling","8.04","320","00:29:06","117","140","2.1","--","--","16.6","28.8","51","5","--","--","--","--","--","0.0","--","Nej","00:12:04","2","--","--","00:28:40","00:29:06","15","70"
Cykling,2025-03-09 16:07:58,false,"Burlöv Cykling","3.58","157","00:13:04","119","128","1.9","--","--","16.4","21.5","21","10","--","--","--","--","--","0.0","--","Nej","00:13:04","1","--","--","00:13:00","00:13:04","8","26"
Tennis,2025-03-09 14:59:57,false,"Tennis ","6.70","479","01:00:16","119","166","2.0","121","235","6.7","14.4","--","--","0.92","--","--","--","--","0.0","3,486","Nej","00:05:46.4","7","--","--","01:00:16","01:00:16","--","--"
Cykling,2025-03-09 14:43:14,false,"Staffanstorp Cykling","3.64","163","00:10:54","140","163","2.3","--","--","20.0","31.1","5","14","--","--","--","--","--","0.0","--","Nej","00:10:54","1","--","--","00:10:12","00:10:56","1","25"
Yoga,2025-03-06 17:30:00,false,"Hot Yoga","0.00","209","01:00:00","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","Nej","01:00:00","1","--","--","--:--:--","01:00:00","--","--"
Längdskidåkning klassisk stil,2025-02-28 07:00:04,false,"Malung-Sälen Längdskidåkning klassisk stil","25.12","1,562","01:39:11","146","160","5.0","87","252","15.2","38.1","192","168","0.00","0.0","11.1","533","39.8% vänster/60.2% höger","0.0","5,434","Nej","00:00:37.2","6","--","--","01:38:03","01:39:11","380","522"
Längdskidåkning klassisk stil,2025-02-27 09:12:15,false,"Mora Längdskidåkning klassisk stil","10.89","1,081","02:41:36","96","140","2.3","107","222","4.0","32.2","3","14","0.63","--","--","--","--","0.0","4,768","Nej","00:16:47","3","--","--","01:14:51","02:41:36","163","177"
